Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 131

N 	Smpl.	Trig
478	103	1
479	103	1
480	103	1
481	103	1
482	103	1
483	103	1
484	103	1
485	103	1
486	103	1
487	102	1
488	103	1
489	102	1
490	102	1
491	102	1
492	103	1
493	103	1
494	103	1
495	102	1
496	103	1
497	103	1
498	103	1
499	102	1
500	103	1
501	102	1
502	103	1
503	103	1
504	103	1
505	103	1
506	102	1
507	103	1
508	102	1
509	103	1
510	103	1
511	103	1
512	103	1
513	102	1
514	103	1
515	103	1
516	103	1
517	103	1
518	103	1
519	103	1
520	103	1
521	103	1
522	103	1
523	103	1
524	103	1
525	103	1
526	102	1
527	103	1
528	103	1
529	103	1
530	103	1
531	103	1
532	103	1
533	103	1
534	102	1
535	102	1
536	103	1
537	103	1
538	103	1
539	103	1
540	102	1
541	103	1
542	103	1
543	103	1
544	103	1
545	103	1
546	103	1
547	102	1
548	103	1
549	102	1
550	103	1
551	103	1
552	103	1
553	103	1
554	103	1
555	103	1
556	103	1
557	103	1
558	103	1
559	103	1
560	103	1
561	103	1
562	103	1
563	103	1
564	103	1
565	103	1
566	103	1
567	103	1
568	103	1
569	103	1
570	103	1
571	103	1
572	103	1
573	103	1
574	103	1
575	103	1
576	103	1
577	102	1
578	102	1
579	102	1
580	103	1
581	103	1
582	102	1
583	103	1
584	102	1
585	103	1
586	103	1
587	103	1
588	103	1
589	103	1
590	103	1
591	102	1
592	103	1
593	103	1
594	103	1
595	103	1
596	103	1
597	103	1
598	102	1
599	103	1
600	103	1
601	103	1
602	103	1
603	103	1
604	103	1
605	103	1
606	103	1
607	102	1
608	102	1
609	103	1
610	103	1
611	103	1
612	103	1
613	103	1
614	103	1
615	103	1
616	103	1
617	102	1
618	103	1
619	103	1
620	103	1
621	103	1
622	103	1
623	103	1
624	102	1
625	103	1
626	102	1
627	103	1
628	103	1
629	103	1
630	103	1
631	103	1
632	103	1
633	102	1
634	103	1
635	103	1
636	103	1
637	102	1
638	103	1
639	103	1
640	103	1
641	102	1
642	103	1
643	103	1
644	103	1
645	102	1
646	103	1
647	103	1
648	103	1
649	103	1
650	102	1
651	103	1
652	103	1
653	103	1
654	103	1
655	103	1
656	103	1
657	103	1
658	103	1
659	103	1
660	103	1
661	103	1
662	102	1
663	103	1
664	103	1
665	103	1
666	103	1
667	103	1
668	103	1
669	103	1
670	103	1
671	103	1
672	103	1
673	103	1
674	103	1
675	103	1
676	103	1
677	103	1
678	103	1
679	103	1
680	103	1
681	103	1
682	102	1
683	103	1
684	103	1
685	103	1
686	103	1
687	103	1
688	103	1
689	103	1
690	102	1
691	102	1
692	103	1
693	103	1
694	103	1
695	103	1
696	103	1
697	103	1
698	103	1
699	103	1
700	103	1
701	103	1
702	103	1
703	103	1
704	103	1
705	103	1
706	103	1
707	103	1
708	102	1
709	102	1
710	103	1
711	103	1
712	102	1
713	103	1
714	103	1
715	103	1
716	103	1
717	103	1
718	103	1
719	102	1
720	103	1
721	103	1
722	103	1
723	103	1
724	103	1
725	103	1
726	103	1
727	103	1
728	103	1
729	103	1
730	102	1
731	102	1
732	103	1
733	103	1
734	103	1
735	103	1
736	103	1
737	103	1
738	102	1
739	103	1
740	103	1
741	103	1
742	103	1
743	103	1
744	103	1
745	103	1
746	103	1
747	103	1
748	103	1
749	102	1
750	103	1
751	103	0
752	103	0
753	103	0
754	103	0
755	103	0
756	103	0
757	103	0
758	102	0
759	103	0
760	102	0
761	103	0
762	103	0
763	103	0
764	103	0
765	103	0
766	103	0
767	103	0
768	102	0
769	102	0
770	103	0
771	103	0
772	103	0
773	103	0
774	103	0
775	102	0
776	103	0
777	103	0
778	103	0
779	103	0
780	103	0
781	103	0
782	103	0
783	102	0
784	102	0
785	102	0
786	103	0
787	102	0
788	103	0
789	103	0
790	103	0
791	103	0
792	103	0
793	103	0
794	103	0
795	103	0
796	103	0
797	103	0
798	103	0
799	103	0
800	103	0
801	103	0
802	103	0
803	103	0
804	103	0
805	103	0
806	103	0
807	103	0
808	103	0
809	103	0
810	103	0
811	102	0
812	103	0
813	103	0
814	103	0
815	103	0
816	103	0
817	103	0
818	103	0
819	103	0
820	103	0
821	103	0
822	103	0
823	103	0
824	103	0
825	103	0
826	103	0
827	103	0
828	103	0
829	103	0
830	102	0
831	103	0
832	103	0
833	103	0
834	103	0
835	103	0
836	103	0
837	103	0
838	103	0
839	103	0
840	103	0
841	103	0
842	103	0
843	103	0
844	102	0
845	103	0
846	103	0
847	103	0
848	103	0
849	103	0
850	103	0
851	103	0
852	103	0
853	103	0
854	103	0
855	103	0
856	103	0
857	103	0
858	103	0
859	103	0
860	103	0
861	103	0
862	103	0
863	103	0
864	103	0
865	103	0
866	103	0
867	103	0
868	103	0
869	103	0
870	103	0
871	103	0
872	103	0
873	103	0
874	103	0
875	103	0
876	103	0
877	103	0
878	103	0
879	103	0
880	103	0
881	103	0
882	103	0
883	103	0
884	103	0
885	103	0
886	103	0
887	103	0
888	103	0
889	103	0
890	103	0
891	102	0
892	103	0
893	103	0
894	103	0
895	103	0
896	103	0
897	103	0
898	103	0
899	103	0
900	103	0
901	103	0
902	103	0
903	102	0
904	103	0
905	103	0
906	103	0
907	103	0
908	103	0
909	103	0
910	103	0
911	102	0
912	103	0
913	103	0
914	103	0
915	102	0
916	103	0
917	103	0
918	103	0
919	102	0
920	103	0
921	103	0
922	103	0
923	103	0
924	103	0
925	103	0
926	103	0
927	103	0
928	103	0
929	102	0
930	103	0
931	102	0
932	102	0
933	103	0
934	103	0
935	103	0
936	103	0
937	103	0
938	103	0
939	103	0
940	103	0
941	103	0
942	103	0
943	103	0
944	103	0
945	103	0
946	103	0
947	103	0
948	103	0
949	103	0
950	102	0
951	102	0
952	103	0
953	103	0
954	102	0
955	103	0
956	103	0
957	103	0
958	103	0
959	103	0
960	103	0
961	103	0
962	103	0
963	103	0
964	103	0
965	103	0
966	103	0
967	103	0
968	103	0
969	103	0
970	103	0
971	103	0
972	103	0
973	103	0
974	103	0
975	103	0
976	103	0
977	103	0
978	103	0
979	103	0
980	103	0
981	103	0
982	103	0
983	103	0
984	103	0
985	103	0
986	103	0
987	103	0
988	103	0
989	103	0
990	103	0
991	103	0
992	103	0
993	103	0
994	103	0
995	103	0
996	103	0
997	102	0
998	103	0
999	103	0
