Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 131

N 	Smpl.	Trig
250	81	1
251	83	1
252	85	1
253	88	1
254	105	1
255	129	1
256	151	1
257	168	1
258	181	1
259	189	1
260	194	1
261	193	1
262	189	1
263	173	1
264	149	1
265	125	1
266	101	1
267	86	1
268	81	1
269	81	1
270	83	1
271	83	1
272	86	1
273	97	1
274	121	1
275	144	1
276	162	1
277	177	1
278	187	1
279	193	1
280	195	1
281	191	1
282	181	1
283	158	1
284	134	1
285	109	1
286	90	1
287	81	1
288	81	1
289	81	1
290	83	1
291	85	1
292	91	1
293	110	1
294	135	1
295	156	1
296	171	1
297	184	1
298	191	1
299	195	1
300	193	1
301	187	1
302	169	1
303	142	1
304	118	1
305	95	1
306	83	1
307	81	1
308	81	1
309	83	1
310	85	1
311	86	1
312	102	1
313	126	1
314	149	1
315	166	1
316	180	1
317	189	1
318	193	1
319	194	1
320	190	1
321	177	1
322	152	1
323	127	1
324	103	1
325	86	1
326	81	1
327	81	1
328	83	1
329	83	1
330	85	1
331	95	1
332	117	1
333	140	1
334	159	1
335	175	1
336	186	1
337	193	1
338	195	1
339	192	1
340	183	1
341	162	1
342	137	1
343	111	1
344	91	1
345	83	1
346	81	1
347	82	1
348	83	1
349	85	1
350	88	1
351	107	1
352	131	1
353	153	1
354	170	1
355	183	1
356	191	1
357	195	1
358	195	1
359	187	1
360	155	1
361	121	1
362	97	1
363	81	1
364	81	1
365	83	1
366	85	1
367	94	1
368	115	1
369	133	1
370	129	1
371	129	1
372	131	1
373	129	1
374	131	1
375	130	1
376	129	1
377	130	1
378	130	1
379	130	1
380	129	1
381	130	1
382	130	1
383	129	1
384	129	1
385	130	1
386	131	1
387	130	1
388	130	1
389	129	1
390	129	1
391	130	1
392	130	1
393	130	1
394	131	1
395	131	1
396	131	1
397	129	1
398	130	1
399	130	1
400	130	1
401	130	1
402	130	1
403	131	1
404	129	1
405	129	1
406	129	1
407	130	1
408	130	1
409	130	1
410	130	1
411	130	1
412	130	1
413	129	1
414	130	1
415	130	1
416	129	1
417	131	1
418	130	1
419	129	1
420	129	1
421	130	1
422	130	1
423	130	1
424	131	1
425	129	1
426	131	1
427	129	1
428	130	1
429	130	1
430	130	1
431	131	1
432	129	1
433	130	1
434	130	1
435	130	1
436	131	1
437	130	1
438	130	1
439	130	1
440	129	1
441	130	1
442	130	1
443	130	1
444	130	1
445	131	1
446	131	1
447	130	1
448	130	1
449	130	1
450	130	1
451	131	1
452	130	1
453	130	1
454	130	1
455	130	1
456	130	1
457	130	1
458	129	1
459	130	1
460	130	1
461	130	1
462	130	1
463	131	1
464	131	1
465	130	1
466	130	1
467	130	1
468	130	1
469	129	1
470	130	1
471	130	1
472	131	1
473	130	1
474	131	1
475	131	1
476	130	1
477	130	1
478	130	1
479	129	1
480	129	1
481	130	1
482	129	1
483	130	1
484	131	1
485	130	1
486	131	1
487	130	1
488	130	1
489	130	1
490	130	1
491	130	1
492	131	1
493	130	1
494	130	1
495	131	1
496	130	1
497	130	1
498	130	1
499	131	1
500	130	1
501	130	1
502	130	1
503	130	1
504	130	1
505	131	1
506	130	1
507	130	1
508	130	1
509	129	1
510	130	1
511	130	1
512	130	1
513	131	1
514	131	1
515	131	1
516	130	1
517	130	1
518	131	1
519	131	1
520	130	1
521	130	1
522	130	1
523	130	1
524	130	1
525	131	1
526	131	1
527	130	1
528	130	1
529	130	1
530	131	1
531	130	1
532	131	1
533	131	1
534	130	1
535	130	1
536	130	1
537	131	1
538	130	1
539	130	1
540	130	1
541	130	1
542	131	1
543	131	1
544	130	1
545	131	1
546	130	1
547	131	1
548	130	1
549	131	1
550	130	1
551	131	1
552	131	1
553	130	1
554	130	1
555	130	1
556	130	1
557	130	1
558	129	1
559	130	1
560	131	1
561	131	1
562	130	1
563	131	1
564	131	1
565	131	1
566	130	1
567	130	1
568	131	1
569	131	1
570	130	1
571	130	1
572	131	1
573	130	1
574	131	1
575	130	1
576	130	1
577	130	1
578	130	1
579	130	1
580	131	1
581	130	1
582	131	1
583	130	1
584	131	1
585	131	1
586	130	1
587	131	1
588	130	1
589	131	1
590	131	1
591	130	1
592	130	1
593	131	1
594	131	1
595	130	1
596	130	1
597	130	1
598	130	1
599	130	1
600	130	1
601	131	1
602	131	1
603	131	1
604	131	1
605	130	1
606	130	1
607	129	1
608	130	1
609	130	1
610	131	1
611	130	1
612	131	1
613	131	1
614	131	1
615	130	1
616	130	1
617	131	1
618	130	1
619	130	1
620	131	1
621	131	1
622	131	1
623	131	1
624	130	1
625	131	1
626	130	1
627	131	1
628	130	1
629	131	1
630	131	1
631	131	1
632	131	1
633	131	1
634	130	1
635	131	1
636	131	1
637	131	1
638	131	1
639	130	1
640	131	1
641	131	1
642	130	1
643	131	1
644	131	1
645	130	1
646	131	1
647	131	1
648	130	1
649	131	1
650	131	1
651	131	1
652	130	1
653	131	1
654	131	1
655	130	1
656	130	1
657	131	1
658	130	1
659	130	1
660	131	1
661	131	1
662	131	1
663	131	1
664	130	1
665	130	1
666	130	1
667	130	1
668	131	1
669	131	1
670	131	1
671	130	1
672	131	1
673	131	1
674	131	1
675	130	1
676	130	1
677	131	1
678	130	1
679	130	1
680	131	1
681	130	1
682	131	1
683	131	1
684	131	1
685	131	1
686	130	1
687	130	1
688	131	1
689	131	1
690	131	1
691	131	1
692	130	1
693	130	1
694	131	1
695	130	1
696	129	1
697	131	1
698	130	1
699	130	1
700	131	1
701	130	1
702	131	1
703	131	1
704	131	1
705	131	1
706	131	1
707	131	1
708	130	1
709	131	1
710	131	1
711	131	1
712	130	1
713	130	1
714	130	1
715	131	1
716	131	1
717	130	1
718	130	1
719	130	1
720	131	1
721	131	1
722	131	1
723	131	1
724	130	1
725	130	1
726	131	1
727	131	1
728	130	1
729	130	1
730	130	1
731	130	1
732	133	1
733	130	1
734	129	1
735	130	1
736	129	1
737	131	1
738	131	1
739	131	1
740	131	0
741	131	0
742	131	0
743	130	0
744	131	0
745	130	0
746	131	0
747	131	0
748	131	0
749	130	0
750	130	0
751	130	0
752	131	0
753	130	0
754	131	0
755	131	0
756	130	0
757	131	0
758	130	0
759	130	0
760	131	0
761	130	0
762	131	0
763	130	0
764	131	0
765	131	0
766	131	0
767	131	0
768	131	0
769	130	0
770	131	0
771	130	0
772	131	0
773	131	0
774	131	0
775	131	0
776	131	0
777	131	0
778	130	0
779	131	0
780	130	0
781	130	0
782	131	0
783	131	0
784	131	0
785	130	0
786	130	0
787	131	0
788	131	0
789	130	0
790	130	0
791	130	0
792	131	0
793	130	0
794	131	0
795	131	0
796	130	0
797	131	0
798	130	0
799	131	0
800	131	0
801	130	0
802	130	0
803	131	0
804	131	0
805	130	0
806	131	0
807	131	0
808	130	0
809	131	0
810	131	0
811	131	0
812	131	0
813	131	0
814	131	0
815	130	0
816	130	0
817	131	0
818	131	0
819	131	0
820	130	0
821	130	0
822	131	0
823	131	0
824	130	0
825	131	0
826	130	0
827	130	0
828	131	0
829	131	0
830	130	0
831	130	0
832	131	0
833	131	0
834	130	0
835	130	0
836	130	0
837	131	0
838	131	0
839	131	0
840	131	0
841	131	0
842	131	0
843	130	0
844	130	0
845	130	0
846	130	0
847	131	0
848	131	0
849	131	0
850	130	0
851	131	0
852	131	0
853	130	0
854	130	0
855	131	0
856	131	0
857	130	0
858	131	0
859	130	0
860	131	0
861	130	0
862	131	0
863	131	0
864	131	0
865	130	0
866	131	0
867	131	0
868	131	0
869	131	0
870	131	0
871	131	0
872	130	0
873	131	0
874	131	0
875	130	0
876	131	0
877	131	0
878	131	0
879	131	0
880	131	0
881	131	0
882	131	0
883	130	0
884	130	0
885	130	0
886	131	0
887	131	0
888	131	0
889	130	0
890	131	0
891	131	0
892	130	0
893	130	0
894	131	0
895	131	0
896	130	0
897	131	0
898	130	0
899	131	0
900	130	0
901	130	0
902	131	0
903	131	0
904	130	0
905	130	0
906	130	0
907	131	0
908	130	0
909	131	0
910	130	0
911	131	0
912	131	0
913	131	0
914	131	0
915	131	0
916	131	0
917	131	0
918	131	0
919	130	0
920	130	0
921	131	0
922	131	0
923	130	0
924	131	0
925	131	0
926	131	0
927	131	0
928	130	0
929	130	0
930	131	0
931	130	0
932	131	0
933	131	0
934	131	0
935	131	0
936	131	0
937	131	0
938	130	0
939	130	0
940	130	0
941	129	0
942	130	0
943	130	0
944	130	0
945	131	0
946	131	0
947	131	0
948	130	0
949	131	0
950	131	0
951	130	0
952	131	0
953	131	0
954	131	0
955	130	0
956	131	0
957	131	0
958	131	0
959	131	0
960	131	0
961	131	0
962	131	0
963	130	0
964	131	0
965	130	0
966	130	0
967	130	0
968	130	0
969	131	0
970	131	0
971	131	0
972	130	0
973	131	0
974	131	0
975	131	0
976	130	0
977	131	0
978	130	0
979	130	0
980	131	0
981	130	0
982	130	0
983	130	0
984	130	0
985	131	0
986	131	0
987	131	0
988	129	0
989	131	0
990	130	0
991	130	0
992	130	0
993	131	0
994	130	0
995	131	0
996	130	0
997	130	0
998	130	0
999	131	0
