Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 131

N 	Smpl.	Trig
312	129	1
313	129	1
314	137	1
315	153	1
316	167	1
317	177	1
318	183	1
319	184	1
320	181	1
321	171	1
322	150	1
323	133	1
324	127	1
325	125	1
326	125	1
327	126	1
328	127	1
329	127	1
330	128	1
331	128	1
332	129	1
333	131	1
334	147	1
335	163	1
336	174	1
337	181	1
338	184	1
339	182	1
340	177	1
341	158	1
342	138	1
343	129	1
344	126	1
345	125	1
346	126	1
347	127	1
348	127	1
349	129	1
350	128	1
351	129	1
352	129	1
353	141	1
354	158	1
355	171	1
356	179	1
357	183	1
358	184	1
359	179	1
360	159	1
361	134	1
362	127	1
363	126	1
364	126	1
365	127	1
366	128	1
367	129	1
368	128	1
369	129	1
370	129	1
371	129	1
372	128	1
373	127	1
374	127	1
375	127	1
376	127	1
377	127	1
378	128	1
379	126	1
380	127	1
381	127	1
382	127	1
383	129	1
384	127	1
385	127	1
386	127	1
387	127	1
388	127	1
389	127	1
390	127	1
391	127	1
392	127	1
393	127	1
394	127	1
395	127	1
396	127	1
397	126	1
398	127	1
399	127	1
400	127	1
401	126	1
402	127	1
403	127	1
404	127	1
405	127	1
406	127	1
407	127	1
408	127	1
409	127	1
410	127	1
411	127	1
412	127	1
413	127	1
414	126	1
415	127	1
416	127	1
417	126	1
418	127	1
419	127	1
420	127	1
421	127	1
422	128	1
423	127	1
424	127	1
425	126	1
426	127	1
427	128	1
428	128	1
429	127	1
430	127	1
431	127	1
432	128	1
433	127	1
434	127	1
435	127	1
436	127	1
437	128	1
438	127	1
439	127	1
440	127	1
441	127	1
442	127	1
443	127	1
444	127	1
445	127	1
446	127	1
447	127	1
448	127	1
449	127	1
450	127	1
451	127	1
452	127	1
453	127	1
454	127	1
455	127	1
456	127	1
457	127	1
458	127	1
459	126	1
460	126	1
461	127	1
462	127	1
463	127	1
464	127	1
465	127	1
466	127	1
467	127	1
468	127	1
469	127	1
470	127	1
471	127	1
472	127	1
473	127	1
474	127	1
475	127	1
476	127	1
477	127	1
478	127	1
479	127	1
480	127	1
481	127	1
482	127	1
483	127	1
484	127	1
485	127	1
486	127	1
487	127	1
488	127	1
489	126	1
490	127	1
491	127	1
492	127	1
493	127	1
494	127	1
495	127	1
496	126	1
497	127	1
498	127	1
499	127	1
500	127	1
501	127	1
502	127	1
503	127	1
504	127	1
505	127	1
506	127	1
507	127	1
508	127	1
509	127	1
510	127	1
511	127	1
512	127	1
513	127	1
514	127	1
515	127	1
516	127	1
517	127	1
518	127	1
519	127	1
520	127	1
521	126	1
522	127	1
523	127	1
524	127	1
525	127	1
526	127	1
527	127	1
528	127	1
529	127	1
530	127	1
531	127	1
532	127	1
533	127	1
534	127	1
535	127	1
536	127	1
537	127	1
538	127	1
539	127	1
540	127	1
541	127	1
542	127	1
543	126	1
544	127	1
545	126	1
546	127	1
547	127	1
548	127	1
549	127	1
550	127	1
551	127	1
552	127	1
553	127	1
554	127	1
555	127	1
556	127	1
557	127	1
558	127	1
559	126	1
560	127	1
561	127	1
562	127	1
563	127	1
564	127	1
565	127	1
566	127	1
567	127	1
568	127	1
569	126	1
570	126	1
571	127	1
572	127	1
573	127	1
574	127	1
575	127	1
576	127	1
577	127	1
578	127	1
579	127	1
580	127	1
581	127	1
582	127	1
583	126	1
584	127	1
585	127	1
586	127	1
587	127	1
588	127	1
589	127	1
590	127	1
591	127	1
592	127	1
593	127	1
594	127	1
595	126	1
596	127	1
597	127	1
598	127	1
599	127	1
600	127	1
601	127	1
602	127	1
603	126	1
604	127	1
605	127	1
606	127	1
607	127	1
608	127	1
609	127	1
610	127	1
611	127	1
612	127	1
613	127	1
614	127	1
615	127	1
616	127	1
617	127	1
618	127	1
619	126	1
620	127	1
621	127	1
622	127	1
623	127	1
624	127	1
625	127	1
626	127	1
627	127	1
628	127	1
629	127	1
630	127	1
631	127	1
632	127	1
633	127	1
634	127	1
635	127	1
636	127	1
637	126	1
638	126	1
639	127	1
640	126	1
641	127	1
642	127	1
643	127	1
644	127	1
645	127	1
646	127	1
647	127	1
648	127	1
649	127	1
650	127	1
651	126	1
652	127	1
653	127	1
654	127	1
655	127	1
656	127	1
657	127	1
658	127	1
659	127	1
660	127	1
661	127	1
662	127	1
663	127	1
664	127	1
665	127	1
666	127	1
667	127	1
668	127	1
669	127	1
670	127	1
671	127	1
672	127	1
673	127	1
674	127	1
675	127	1
676	127	1
677	127	1
678	126	1
679	127	1
680	127	1
681	127	1
682	126	1
683	127	1
684	127	1
685	127	1
686	127	1
687	127	1
688	127	1
689	127	1
690	127	1
691	127	1
692	127	1
693	127	1
694	127	1
695	127	1
696	127	1
697	127	1
698	127	1
699	127	1
700	127	1
701	127	1
702	127	1
703	127	1
704	127	1
705	127	1
706	127	1
707	127	1
708	127	1
709	127	1
710	127	1
711	127	1
712	127	1
713	127	1
714	127	1
715	127	1
716	127	1
717	127	1
718	127	1
719	127	1
720	127	1
721	127	1
722	127	1
723	127	1
724	127	1
725	127	1
726	127	1
727	127	1
728	127	1
729	127	1
730	127	1
731	127	1
732	127	1
733	127	1
734	127	1
735	127	1
736	127	1
737	127	1
738	127	1
739	127	1
740	127	0
741	127	0
742	127	0
743	127	0
744	127	0
745	127	0
746	127	0
747	127	0
748	127	0
749	127	0
750	127	0
751	127	0
752	127	0
753	127	0
754	127	0
755	127	0
756	127	0
757	127	0
758	127	0
759	127	0
760	127	0
761	127	0
762	127	0
763	127	0
764	127	0
765	127	0
766	127	0
767	127	0
768	127	0
769	127	0
770	127	0
771	127	0
772	127	0
773	127	0
774	127	0
775	127	0
776	127	0
777	127	0
778	127	0
779	127	0
780	127	0
781	127	0
782	127	0
783	127	0
784	127	0
785	127	0
786	127	0
787	127	0
788	127	0
789	127	0
790	127	0
791	127	0
792	127	0
793	127	0
794	127	0
795	127	0
796	126	0
797	127	0
798	127	0
799	127	0
800	126	0
801	127	0
802	127	0
803	127	0
804	127	0
805	127	0
806	127	0
807	127	0
808	127	0
809	127	0
810	127	0
811	127	0
812	127	0
813	127	0
814	127	0
815	127	0
816	127	0
817	126	0
818	127	0
819	127	0
820	127	0
821	127	0
822	127	0
823	126	0
824	127	0
825	127	0
826	127	0
827	127	0
828	127	0
829	127	0
830	127	0
831	127	0
832	127	0
833	127	0
834	127	0
835	127	0
836	127	0
837	127	0
838	127	0
839	127	0
840	127	0
841	127	0
842	127	0
843	127	0
844	127	0
845	127	0
846	127	0
847	127	0
848	127	0
849	127	0
850	127	0
851	127	0
852	127	0
853	127	0
854	127	0
855	127	0
856	127	0
857	127	0
858	127	0
859	127	0
860	127	0
861	127	0
862	127	0
863	127	0
864	127	0
865	127	0
866	127	0
867	127	0
868	127	0
869	127	0
870	127	0
871	127	0
872	127	0
873	127	0
874	127	0
875	127	0
876	127	0
877	127	0
878	127	0
879	127	0
880	127	0
881	127	0
882	127	0
883	127	0
884	127	0
885	127	0
886	127	0
887	127	0
888	127	0
889	127	0
890	127	0
891	127	0
892	127	0
893	127	0
894	127	0
895	127	0
896	127	0
897	127	0
898	127	0
899	127	0
900	127	0
901	127	0
902	127	0
903	127	0
904	127	0
905	127	0
906	127	0
907	127	0
908	127	0
909	127	0
910	127	0
911	127	0
912	127	0
913	127	0
914	127	0
915	127	0
916	127	0
917	127	0
918	127	0
919	127	0
920	127	0
921	127	0
922	127	0
923	127	0
924	127	0
925	127	0
926	127	0
927	126	0
928	127	0
929	127	0
930	127	0
931	127	0
932	127	0
933	127	0
934	127	0
935	127	0
936	127	0
937	127	0
938	127	0
939	127	0
940	127	0
941	127	0
942	127	0
943	127	0
944	127	0
945	127	0
946	127	0
947	127	0
948	127	0
949	127	0
950	127	0
951	127	0
952	127	0
953	127	0
954	127	0
955	127	0
956	127	0
957	127	0
958	127	0
959	126	0
960	127	0
961	127	0
962	127	0
963	127	0
964	127	0
965	127	0
966	127	0
967	127	0
968	127	0
969	127	0
970	127	0
971	127	0
972	127	0
973	127	0
974	127	0
975	127	0
976	127	0
977	127	0
978	127	0
979	127	0
980	127	0
981	127	0
982	127	0
983	127	0
984	127	0
985	127	0
986	127	0
987	127	0
988	127	0
989	127	0
990	127	0
991	127	0
992	127	0
993	127	0
994	127	0
995	127	0
996	127	0
997	127	0
998	127	0
999	127	0
