Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 131

N 	Smpl.	Trig
197	123	1
198	145	1
199	161	1
200	175	1
201	183	1
202	189	1
203	190	1
204	187	1
205	173	1
206	153	1
207	133	1
208	111	1
209	94	1
210	84	1
211	82	1
212	83	1
213	84	1
214	85	1
215	97	1
216	116	1
217	137	1
218	157	1
219	171	1
220	181	1
221	188	1
222	191	1
223	189	1
224	179	1
225	161	1
226	139	1
227	117	1
228	97	1
229	85	1
230	81	1
231	81	1
232	85	1
233	85	1
234	91	1
235	109	1
236	129	1
237	133	1
238	129	1
239	132	1
240	131	1
241	131	1
242	131	1
243	131	1
244	131	1
245	131	1
246	131	1
247	131	1
248	131	1
249	131	1
250	131	1
251	131	1
252	131	1
253	130	1
254	131	1
255	131	1
256	131	1
257	131	1
258	131	1
259	131	1
260	131	1
261	131	1
262	131	1
263	130	1
264	131	1
265	131	1
266	131	1
267	131	1
268	131	1
269	130	1
270	131	1
271	131	1
272	131	1
273	131	1
274	131	1
275	131	1
276	131	1
277	131	1
278	130	1
279	131	1
280	131	1
281	131	1
282	131	1
283	131	1
284	131	1
285	131	1
286	131	1
287	131	1
288	131	1
289	131	1
290	131	1
291	131	1
292	131	1
293	131	1
294	131	1
295	130	1
296	131	1
297	131	1
298	131	1
299	131	1
300	131	1
301	131	1
302	131	1
303	131	1
304	130	1
305	131	1
306	130	1
307	131	1
308	131	1
309	131	1
310	131	1
311	131	1
312	131	1
313	131	1
314	131	1
315	131	1
316	131	1
317	131	1
318	131	1
319	131	1
320	131	1
321	131	1
322	131	1
323	131	1
324	131	1
325	131	1
326	131	1
327	131	1
328	131	1
329	131	1
330	131	1
331	131	1
332	131	1
333	131	1
334	131	1
335	131	1
336	131	1
337	131	1
338	131	1
339	131	1
340	131	1
341	131	1
342	131	1
343	131	1
344	131	1
345	131	1
346	131	1
347	131	1
348	131	1
349	131	1
350	130	1
351	131	1
352	131	1
353	131	1
354	131	1
355	131	1
356	131	1
357	131	1
358	131	1
359	131	1
360	131	1
361	131	1
362	131	1
363	131	1
364	131	1
365	131	1
366	131	1
367	131	1
368	131	1
369	130	1
370	131	1
371	131	1
372	131	1
373	131	1
374	131	1
375	132	1
376	131	1
377	131	1
378	131	1
379	131	1
380	132	1
381	131	1
382	131	1
383	131	1
384	131	1
385	131	1
386	131	1
387	131	1
388	131	1
389	131	1
390	131	1
391	131	1
392	131	1
393	131	1
394	131	1
395	131	1
396	131	1
397	131	1
398	131	1
399	131	1
400	131	1
401	131	1
402	131	1
403	131	1
404	131	1
405	131	1
406	131	1
407	130	1
408	131	1
409	131	1
410	131	1
411	131	1
412	131	1
413	131	1
414	131	1
415	131	1
416	131	1
417	131	1
418	131	1
419	131	1
420	131	1
421	131	1
422	131	1
423	131	1
424	131	1
425	131	1
426	131	1
427	131	1
428	131	1
429	131	1
430	131	1
431	131	1
432	131	1
433	131	1
434	131	1
435	131	1
436	131	1
437	131	1
438	131	1
439	131	1
440	131	1
441	131	1
442	131	1
443	131	1
444	131	1
445	131	1
446	131	1
447	131	1
448	131	1
449	131	1
450	131	1
451	131	1
452	131	1
453	131	1
454	131	1
455	131	1
456	131	1
457	131	1
458	131	1
459	131	1
460	131	1
461	131	1
462	131	1
463	131	1
464	131	1
465	131	1
466	131	1
467	131	1
468	131	1
469	131	1
470	131	1
471	131	1
472	131	1
473	131	1
474	131	1
475	131	1
476	131	1
477	130	1
478	131	1
479	131	1
480	131	1
481	131	1
482	131	1
483	131	1
484	131	1
485	131	1
486	131	1
487	131	1
488	131	1
489	131	1
490	131	1
491	131	1
492	131	1
493	131	1
494	131	1
495	131	1
496	131	1
497	131	1
498	131	1
499	131	1
500	131	1
501	131	1
502	131	1
503	131	1
504	131	1
505	130	1
506	130	1
507	131	1
508	131	1
509	131	1
510	131	1
511	131	1
512	131	1
513	131	1
514	131	1
515	131	1
516	131	1
517	131	1
518	131	1
519	131	1
520	131	1
521	131	1
522	131	1
523	131	1
524	131	1
525	131	1
526	131	1
527	131	1
528	131	1
529	131	1
530	131	1
531	131	1
532	131	1
533	131	1
534	131	1
535	131	1
536	131	1
537	131	1
538	131	1
539	131	1
540	131	1
541	131	1
542	131	1
543	131	1
544	131	1
545	131	1
546	131	1
547	131	1
548	131	1
549	131	1
550	131	1
551	131	1
552	131	1
553	131	1
554	131	1
555	131	1
556	131	1
557	131	1
558	131	1
559	130	1
560	131	1
561	131	1
562	131	1
563	130	1
564	131	1
565	131	1
566	131	1
567	130	1
568	131	1
569	131	1
570	131	1
571	131	1
572	131	1
573	131	1
574	131	1
575	131	1
576	131	1
577	131	1
578	131	1
579	131	1
580	131	1
581	131	1
582	131	1
583	131	1
584	131	1
585	131	1
586	131	1
587	131	1
588	131	1
589	131	1
590	131	1
591	131	1
592	131	1
593	131	1
594	132	1
595	131	1
596	131	1
597	131	1
598	131	1
599	132	1
600	131	1
601	131	1
602	131	1
603	131	1
604	131	1
605	131	1
606	131	1
607	131	1
608	131	1
609	130	1
610	131	1
611	131	1
612	131	1
613	131	1
614	131	1
615	130	1
616	130	1
617	131	1
618	131	1
619	131	1
620	131	1
621	131	1
622	131	1
623	131	1
624	131	1
625	131	1
626	131	1
627	130	1
628	131	1
629	131	1
630	131	1
631	131	1
632	131	1
633	131	1
634	131	1
635	131	1
636	131	1
637	131	1
638	131	1
639	131	1
640	131	1
641	131	1
642	131	1
643	131	1
644	131	1
645	131	1
646	131	1
647	131	1
648	131	1
649	131	1
650	131	1
651	131	1
652	131	1
653	131	1
654	131	1
655	131	1
656	131	1
657	131	1
658	131	1
659	131	1
660	131	1
661	131	1
662	131	1
663	131	1
664	131	1
665	131	1
666	131	1
667	131	1
668	131	1
669	131	1
670	131	1
671	131	1
672	131	1
673	131	1
674	131	1
675	131	1
676	131	1
677	131	1
678	131	1
679	131	1
680	131	1
681	131	1
682	131	1
683	131	1
684	131	1
685	131	1
686	131	1
687	131	1
688	131	1
689	131	1
690	130	1
691	131	1
692	131	1
693	131	1
694	131	1
695	130	1
696	131	1
697	131	1
698	131	1
699	131	1
700	131	1
701	131	1
702	131	1
703	131	1
704	131	1
705	131	1
706	131	1
707	131	1
708	132	1
709	131	1
710	131	1
711	131	1
712	131	1
713	131	1
714	131	1
715	131	1
716	131	1
717	131	1
718	131	1
719	131	1
720	131	1
721	131	1
722	131	1
723	130	1
724	131	1
725	131	1
726	131	1
727	130	1
728	131	1
729	131	1
730	131	1
731	130	1
732	131	1
733	133	1
734	130	1
735	130	1
736	131	1
737	131	1
738	131	1
739	131	1
740	131	1
741	131	0
742	131	0
743	131	0
744	131	0
745	131	0
746	131	0
747	131	0
748	131	0
749	131	0
750	131	0
751	131	0
752	130	0
753	131	0
754	131	0
755	131	0
756	131	0
757	131	0
758	131	0
759	131	0
760	131	0
761	131	0
762	131	0
763	131	0
764	131	0
765	131	0
766	131	0
767	131	0
768	131	0
769	131	0
770	131	0
771	131	0
772	131	0
773	131	0
774	130	0
775	131	0
776	131	0
777	131	0
778	131	0
779	131	0
780	131	0
781	131	0
782	131	0
783	131	0
784	131	0
785	131	0
786	131	0
787	131	0
788	131	0
789	131	0
790	131	0
791	131	0
792	131	0
793	131	0
794	131	0
795	131	0
796	131	0
797	131	0
798	131	0
799	131	0
800	131	0
801	131	0
802	131	0
803	131	0
804	131	0
805	131	0
806	131	0
807	131	0
808	131	0
809	131	0
810	131	0
811	131	0
812	131	0
813	131	0
814	131	0
815	131	0
816	131	0
817	131	0
818	131	0
819	131	0
820	131	0
821	131	0
822	131	0
823	131	0
824	131	0
825	131	0
826	131	0
827	131	0
828	131	0
829	131	0
830	131	0
831	131	0
832	131	0
833	131	0
834	131	0
835	131	0
836	131	0
837	131	0
838	131	0
839	131	0
840	131	0
841	131	0
842	131	0
843	131	0
844	131	0
845	131	0
846	131	0
847	131	0
848	131	0
849	131	0
850	131	0
851	131	0
852	131	0
853	131	0
854	131	0
855	131	0
856	131	0
857	131	0
858	131	0
859	131	0
860	131	0
861	131	0
862	131	0
863	131	0
864	131	0
865	131	0
866	131	0
867	131	0
868	131	0
869	131	0
870	130	0
871	131	0
872	131	0
873	131	0
874	131	0
875	131	0
876	131	0
877	131	0
878	131	0
879	131	0
880	131	0
881	131	0
882	131	0
883	131	0
884	131	0
885	131	0
886	130	0
887	131	0
888	131	0
889	131	0
890	131	0
891	131	0
892	131	0
893	131	0
894	131	0
895	131	0
896	131	0
897	131	0
898	131	0
899	131	0
900	131	0
901	131	0
902	131	0
903	131	0
904	131	0
905	131	0
906	131	0
907	131	0
908	131	0
909	131	0
910	131	0
911	131	0
912	131	0
913	131	0
914	131	0
915	131	0
916	131	0
917	131	0
918	131	0
919	131	0
920	131	0
921	131	0
922	131	0
923	131	0
924	131	0
925	131	0
926	131	0
927	131	0
928	131	0
929	131	0
930	131	0
931	131	0
932	131	0
933	131	0
934	131	0
935	131	0
936	131	0
937	131	0
938	131	0
939	131	0
940	131	0
941	131	0
942	131	0
943	131	0
944	131	0
945	131	0
946	131	0
947	131	0
948	131	0
949	131	0
950	131	0
951	131	0
952	131	0
953	131	0
954	131	0
955	131	0
956	131	0
957	131	0
958	131	0
959	131	0
960	131	0
961	131	0
962	130	0
963	131	0
964	131	0
965	131	0
966	131	0
967	131	0
968	131	0
969	131	0
970	131	0
971	131	0
972	131	0
973	131	0
974	131	0
975	131	0
976	131	0
977	131	0
978	131	0
979	131	0
980	131	0
981	131	0
982	131	0
983	131	0
984	131	0
985	131	0
986	131	0
987	131	0
988	131	0
989	131	0
990	131	0
991	131	0
992	131	0
993	131	0
994	131	0
995	131	0
996	131	0
997	131	0
998	131	0
999	131	0
