Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 51

N 	Smpl.	Trig
811	177	0
812	92	0
813	59	0
814	155	0
815	158	0
816	61	0
817	89	0
818	177	0
819	121	0
820	51	0
821	129	0
822	175	0
823	83	0
824	65	0
825	163	0
826	150	0
827	57	0
828	99	0
829	179	0
830	111	0
831	53	0
832	138	0
833	170	0
834	75	0
835	73	0
836	169	0
837	141	0
838	53	0
839	108	0
840	179	0
841	102	0
842	55	0
843	147	0
844	164	0
845	68	0
846	81	0
847	173	0
848	131	0
849	51	0
850	118	0
851	177	0
852	92	0
853	59	0
854	155	0
855	158	0
856	61	0
857	89	0
858	177	0
859	121	0
860	51	0
861	128	0
862	175	0
863	83	0
864	65	0
865	163	0
866	149	0
867	57	0
868	99	0
869	179	0
870	111	0
871	53	0
872	138	0
873	170	0
874	75	0
875	72	0
876	169	0
877	141	0
878	53	0
879	109	0
880	179	0
881	102	0
882	55	0
883	147	0
884	165	0
885	67	0
886	81	0
887	173	0
888	132	0
889	51	0
890	118	0
891	177	0
892	93	0
893	59	0
894	155	0
895	157	0
896	61	0
897	89	0
898	177	0
899	122	0
900	51	0
901	129	0
902	175	0
903	83	0
904	66	0
905	163	0
906	149	0
907	57	0
908	99	0
909	179	0
910	112	0
911	52	0
912	138	0
913	171	0
914	75	0
915	73	0
916	168	0
917	141	0
918	53	0
919	108	0
920	179	0
921	102	0
922	56	0
923	147	0
924	165	0
925	67	0
926	81	0
927	174	0
928	131	0
929	51	0
930	118	0
931	178	0
932	92	0
933	59	0
934	155	0
935	157	0
936	61	0
937	89	0
938	177	0
939	122	0
940	51	0
941	129	0
942	175	0
943	83	0
944	65	0
945	163	0
946	150	0
947	56	0
948	99	0
949	178	0
950	111	0
951	53	0
952	138	0
953	171	0
954	75	0
955	73	0
956	169	0
957	141	0
958	53	0
959	109	0
960	179	0
961	102	0
962	56	0
963	147	0
964	165	0
965	67	0
966	81	0
967	173	0
968	131	0
969	52	0
970	118	0
971	177	0
972	92	0
973	59	0
974	155	0
975	157	0
976	61	0
977	89	0
978	177	0
979	121	0
980	51	0
981	129	0
982	175	0
983	83	0
984	65	0
985	163	0
986	150	0
987	56	0
988	99	0
989	178	0
990	111	0
991	53	0
992	137	0
993	171	0
994	75	0
995	73	0
996	169	0
997	140	0
998	53	0
999	109	0
